id,title,published_at,url,comments_count,positive_reactions_count,tag_list,user.username
2758351,"Speed Isn’t Just About Code, It’s About Where That Code Runs",2025-08-07T14:22:36Z,https://dev.to/sarah-railway/speed-isnt-just-about-code-its-about-where-that-code-runs-3do1,0,1,"['cloud', 'programming', 'devops']",sarah-railway
2751565,Apple’s AI Power Move: Why AKI “Answers” Might Be Bigger Than ChatGPT,2025-08-04T14:56:46Z,https://dev.to/alifar/apples-ai-power-move-why-aki-answers-might-be-bigger-than-chatgpt-d80,3,45,"['answers', 'apple', 'aki', 'chatgpt']",alifar
2751166,I Finally Built the Coolest Retro Dev Portfolio Ever! (You Won’t Believe the Tech Behind It...),2025-08-04T12:05:48Z,https://dev.to/alishirani/i-finally-built-the-coolest-retro-dev-portfolio-ever-you-wont-believe-the-tech-behind-it-2k4f,2,19,"['webdev', 'programming', 'javascript', 'ai']",alishirani
2758624,GPT-5 Just Dropped. Here's Why Your Automation Stack Is Already Outdated,2025-08-07T16:57:37Z,https://dev.to/alifar/gpt-5-just-dropped-heres-why-your-automation-stack-is-already-outdated-2lmj,8,57,"['gpt5', 'automation', 'openai', 'aiagents']",alifar
2750525,The reality of Open Source,2025-08-04T09:27:05Z,https://dev.to/jacobandrewsky/the-reality-of-open-source-45dg,0,22,"['opensource', 'webdev', 'programming', 'beginners']",jacobandrewsky
2751782,Gemini: Formula E Driver Agent 🏎️,2025-08-04T16:45:32Z,https://dev.to/googleworkspace/gemini-formula-e-driver-agent-50hp,0,10,"['gemini', 'ai', 'cloudsummitlondon', 'googleworkspace']",jpoehnelt
2579588,What was your win this week?,2025-08-08T04:00:00Z,https://dev.to/devteam/what-was-your-win-this-week-3856,26,26,"['weeklyretro', 'discuss']",jess
2749037,"Hi everyone, I'm a beginner in React. I created a component,but its can't emport,can help enyone",2025-08-03T07:30:03Z,https://dev.to/savinder_kour_3b73c291978/hi-everyone-im-a-beginner-in-react-i-created-a-componentbut-its-cant-emportcan-help-enyone-456a,6,3,"['react', 'beginners', 'help', 'discuss']",savinder_kour_3b73c291978
2677691,Who's hiring — August 2025,2025-07-31T22:00:00Z,https://dev.to/fmerian/whos-hiring-august-2025-4g8h,7,17,"['career', 'devrel', 'writing', 'opensource']",fmerian
2724740,Using GitHub Copilot to Manage Issues (and Save Time),2025-07-31T22:10:32Z,https://dev.to/sarahcssiqueira/using-github-copilot-to-manage-issues-and-save-time-3549,3,9,"['githubcopilot', 'productivity', 'opensource', 'management']",sarahcssiqueira
2717689,Google AI Agent Bake-Off: Episode 1,2025-07-25T14:46:57Z,https://dev.to/googleai/google-ai-agent-bake-off-episode-1-340g,7,89,"['ai', 'vibecoding', 'gemini', 'programming']",fg_f641d930274dc7
2746290,"The Midnight Community Board: Building *With* the Community, Not Just For It",2025-08-01T14:56:44Z,https://dev.to/devsofmidnight/the-midnight-community-board-building-with-the-community-not-just-for-it-5afo,0,5,"['web3', 'devrel', 'community', 'opensource']",lolocoding
2744057,My Local/Remote LLM Studio — watsonx.ai and Ollama (part 1),2025-07-31T14:02:33Z,https://dev.to/aairom/my-localremote-llm-studio-watsonxai-and-ollama-part-1-26hb,1,7,"['watsonx', 'llm', 'rag', 'milvus']",aairom
2579586,What was your win this week!?,2025-08-01T04:00:00Z,https://dev.to/devteam/what-was-your-win-this-week-n0,21,22,"['weeklyretro', 'discuss']",jess
2729811,Why LLM Memory Still Fails - A Field Guide for Builders,2025-07-29T06:20:57Z,https://dev.to/isaachagoel/why-llm-memory-still-fails-a-field-guide-for-builders-3d78,8,16,"['ai', 'machinelearning', 'programming', 'tutorial']",isaachagoel
2746994,"Page Classification: Smarter, Safer Structured Extraction",2025-08-01T21:13:52Z,https://dev.to/tensorlake/page-classification-smarter-safer-structured-extraction-11ma,0,2,[],drguthals
2691307,Agent Development Kit: Making it easy to build multi-agent applications,2025-07-29T18:51:09Z,https://dev.to/googleai/agent-development-kit-making-it-easy-to-build-multi-agent-applications-4594,3,101,"['googlecloud', 'machinelearning', 'ai', 'webdev']",erwinh
2748531,Scoring 100 on Lighthouse (Performance focused),2025-08-02T19:30:52Z,https://dev.to/manujdixit/scoring-100-on-lighthouse-performance-focused-2ahb,18,15,"['webdev', 'programming', 'javascript', 'seo']",manujdixit
2722929,Congratulations to the World's Largest Hackathon Winners! Now it's time to share your full reflection.,2025-07-28T17:59:14Z,https://dev.to/devteam/congratulations-to-the-worlds-largest-hackathon-winners-now-its-time-to-share-your-full-3df8,1,39,"['wlhchallenge', 'devchallenge', 'ai']",jess
2649030,What To Do if Your Web Site Is as Slow as Molasses in January,2025-07-30T17:50:00Z,https://dev.to/cloudinary/what-to-do-if-your-web-site-is-as-slow-as-molasses-in-january-2j4f,0,7,"['webdev', 'codenewbie', 'webperf', 'programming']",jenlooper
2743486,Gemini Live API: Cycle Tour 🚴🏽,2025-07-31T09:45:31Z,https://dev.to/googleworkspace/gemini-live-api-cycle-tour-1kf2,1,5,"['geminiliveapi', 'ai', 'cloudsummitlondon', 'googleworkspace']",jpoehnelt
2758918,Congrats to the Algolia MCP Challenge Winners!,2025-08-07T21:43:11Z,https://dev.to/devteam/congrats-to-the-algolia-mcp-challenge-winners-2ccd,22,111,"['devchallenge', 'algoliachallenge', 'ai', 'webdev']",thepracticaldev
2541446,When Companions Gaslight,2025-07-25T11:00:00Z,https://dev.to/rawveg/when-companions-gaslight-218n,10,25,"['humanintheloop', 'algorithmicrealitydistortion', 'aiethics', 'digitalmentalhealth']",rawveg
2722695,When Replit’s AI Agent Went Rogue,2025-07-25T14:24:01Z,https://dev.to/therealmrmumba/when-replits-ai-agent-went-rogue-39b9,11,54,"['webdev', 'programming', 'java']",therealmrmumba
2729153,Top 7 Featured DEV Posts of the Week,2025-07-28T20:10:18Z,https://dev.to/devteam/top-7-featured-dev-posts-of-the-week-1490,9,37,"['top7', 'discuss']",thepracticaldev
2711366,Top 7 Featured DEV Posts of the Week,2025-07-22T17:32:53Z,https://dev.to/devteam/top-7-featured-dev-posts-of-the-week-3ok7,8,32,"['top7', 'discuss']",thepracticaldev
2700498,"Congrats to the Runner H ""AI Agent Prompting"" Challenge Winners!",2025-07-17T20:40:12Z,https://dev.to/devteam/congrats-to-the-runner-h-ai-agent-prompting-challenge-winners-3aap,39,86,"['runnerhchallenge', 'devchallenge', 'ai', 'machinelearning']",thepracticaldev
2719621,Anima Playground vs. Figma Make - Choosing the Right Vibe-Coding Tool,2025-07-24T11:09:36Z,https://dev.to/andrewbaisden/anima-playground-vs-figma-make-choosing-the-right-vibe-coding-tool-3dhb,0,17,"['webdev', 'programming', 'ai', 'react']",andrewbaisden
2714483,"Build with Veo 3, now available in the Gemini API",2025-07-23T18:13:52Z,https://dev.to/googleai/build-with-veo-3-now-available-in-the-gemini-api-1klk,3,35,"['gemini', 'veo', 'api', 'webdev']",alisa_fortin
2687443,Meet Kiro!,2025-07-14T16:02:39Z,https://dev.to/kirodotdev/meet-kiro-4m0o,16,101,"['webdev', 'programming', 'javascript', 'ai']",aspittel
2743230,"The Bug That Drove Me So Crazy, I Got Hired Just to Fix It",2025-07-31T07:07:23Z,https://dev.to/skeptrune/the-bug-that-drove-me-so-crazy-i-got-hired-just-to-fix-it-11m2,27,73,"['webdev', 'programming', 'ai', 'javascript']",skeptrune
2691254,Google Cloud donates A2A to Linux Foundation,2025-07-17T15:39:32Z,https://dev.to/googleai/google-cloud-donates-a2a-to-linux-foundation-162k,8,113,"['googlecloud', 'ai', 'linux']",michael_vakoc_3bb5071f09e
2714383,Referential transparency with mutation,2025-07-22T14:40:40Z,https://dev.to/this-is-learning/referential-transparency-with-mutation-3lai,1,9,"['functional', 'programming', 'language']",redbar0n
2699698,We're adding prizes to the World's Largest Hackathon Writing Challenge!,2025-07-17T16:27:17Z,https://dev.to/jess/were-adding-prizes-to-the-worlds-largest-hackathon-writing-challenge-26je,5,39,"['wlhchallenge', 'devchallenge', 'ai', 'startup']",jess
2722847,"Five challenges live = better odds of winning! Three closing this weekend, and no new challenges for two weeks.",2025-07-25T15:34:09Z,https://dev.to/devteam/five-challenges-live-better-odds-of-winning-three-closing-this-weekend-and-no-new-challenges-10m7,4,22,"['devchallenge', 'webdev', 'ai', 'hackathon']",jess
2708732,"I've Shipped for Millions, But Can't Ship Myself Past ATS",2025-07-20T19:01:10Z,https://dev.to/philipjohnbasile/ive-shipped-for-millions-but-cant-ship-myself-past-ats-lhl,26,38,"['ai', 'webdev', 'gamedev', 'career']",philipjohnbasile
2709571,Kiro vs Cursor: How Amazon’s AI IDE Is Redefining Developer Productivity,2025-07-21T13:03:49Z,https://dev.to/aws-builders/kiro-vs-cursor-how-amazons-ai-ide-is-redefining-developer-productivity-3eg8,10,143,"['aws', 'ai', 'programming', 'beginners']",sarvar_04
2687832,"HTMX Is Worse Than React, and WebSocket Is Obsolete?",2025-07-15T08:26:46Z,https://dev.to/derstruct/htmx-is-worse-than-react-and-websocket-is-obsolete-c8d,25,35,"['webdev', 'architecture', 'frontend', 'backend']",derstruct
2697761,Why Women in Tech isn't enough,2025-07-17T06:47:18Z,https://dev.to/whitep4nth3r/why-women-in-tech-isnt-enough-2cah,5,20,"['womenintech', 'careerdevelopment', 'inclusion', 'fullstack']",whitep4nth3r
2686897,Meme Monday,2025-07-14T12:29:12Z,https://dev.to/ben/meme-monday-28o3,65,46,"['jokes', 'discuss', 'watercooler']",ben
2676204,Congrats to the Frontend Challenge: June Celebrations Winners!,2025-07-10T22:27:19Z,https://dev.to/devteam/congrats-to-the-frontend-challenge-june-celebrations-winners-5dd1,19,43,"['frontendchallenge', 'devchallenge', 'webdev', 'css']",thepracticaldev
2624745,From prompt to deployed app in less than 2 minutes,2025-07-02T14:43:59Z,https://dev.to/googleai/from-prompt-to-deployed-app-in-less-than-2-minutes-dh3,44,200,"['webdev', 'programming', 'ai', 'gemini']",dynamicwebpaige
2690684,Introduction to Cryptography: A Beginner’s Guide to Computational Security,2025-07-15T13:55:29Z,https://dev.to/dmytro_huz/introduction-to-cryptography-a-beginners-guide-to-computational-security-2n91,3,8,[],dmytro_huz
2599938,Reflect and Share Your World's Largest Hackathon Journey: Writing Challenge Now Open 🌟,2025-07-01T15:42:08Z,https://dev.to/devteam/reflect-and-share-your-worlds-largest-hackathon-journey-writing-challenge-now-open-g82,26,222,"['wlhchallenge', 'devchallenge', 'ai', 'startup']",jess
2686557,Mastering JavaScript Functions & DOM Manipulation: A Beginner-Friendly Deep Dive,2025-07-14T11:04:44Z,https://dev.to/dumebii/mastering-javascript-functions-dom-manipulation-a-beginner-friendly-deep-dive-2935,4,38,"['webdev', 'javascript', 'beginners', 'tutorial']",dumebii
2670956,✨ Build Your Own Developer Avatar with Google AI Studio — My Submission for the DEV Education Track,2025-07-09T08:21:26Z,https://dev.to/om_shree_0709/build-your-own-developer-avatar-with-google-ai-studio-my-submission-for-the-dev-education-track-3hj4,14,56,"['deved', 'learngoogleaistudio', 'ai', 'gemini']",om_shree_0709
2687875,"Join the Redis AI Challenge: $3,000 in Prizes!",2025-07-23T14:59:41Z,https://dev.to/devteam/join-the-redis-ai-challenge-3000-in-prizes-3oj2,38,190,"['redischallenge', 'devchallenge', 'ai', 'database']",jess
2691095,From Chat to Specs: A Deep Dive into AI-Assisted Development with Kiro,2025-07-15T16:57:38Z,https://dev.to/kirodotdev/from-chat-to-specs-a-deep-dive-into-ai-assisted-development-with-kiro-1415,5,33,"['ai', 'webdev']",erikch
2691562,AI-Powered Root Cause Analysis: Introducing the Incident Investigator,2025-07-15T20:32:33Z,https://dev.to/microtica/ai-powered-root-cause-analysis-introducing-the-incident-investigator-26be,0,9,"['ai', 'devops', 'infrastructureascode']",mmarulka
2668961,Top 7 Featured DEV Posts of the Week,2025-07-08T15:56:08Z,https://dev.to/devteam/top-7-featured-dev-posts-of-the-week-3pi8,11,46,"['top7', 'discuss']",thepracticaldev
2711399,Great opportunities happening right now 🌟,2025-07-21T16:49:44Z,https://dev.to/jess/great-opportunities-happening-right-now-1hbg,6,51,"['devchallenge', 'career', 'hackathon']",jess
2667079,Can Gemini Figure Out the Ultimate Question: 100 Men Versus a Gorilla — Who Would Win?,2025-07-09T07:04:08Z,https://dev.to/ansellmaximilian/can-gemini-figure-out-the-ultimate-question-100-men-versus-a-gorilla-who-would-win-475h,1,27,"['deved', 'learngoogleaistudio', 'ai', 'gemini']",ansellmaximilian
2614468,Hey Need help,2025-06-22T06:59:33Z,https://dev.to/raghavendra_reddy_6d45132/hey-need-help-28k7,9,5,"['backend', 'webdev', 'programming', 'beginners']",raghavendra_reddy_6d45132
2711269,This news made me so darn happy.,2025-07-21T15:41:09Z,https://dev.to/mileswk/this-news-made-me-so-darn-happy-3o04,13,23,"['gsap', 'webdev', 'programming', 'javascript']",mileswk
2592664,The DevEx Audit,2025-07-10T12:30:00Z,https://dev.to/linkbenjamin/the-devex-audit-51b7,4,17,"['devrel', 'devex', 'leadership', 'workplace']",linkbenjamin
2663661,Meme Monday,2025-07-07T12:22:30Z,https://dev.to/ben/meme-monday-4ch8,77,52,"['discuss', 'watercooler', 'jokes']",ben
2579581,What was your win this week?!,2025-07-25T04:00:00Z,https://dev.to/devteam/what-was-your-win-this-week-51ja,32,30,"['weeklyretro', 'discuss']",jess
2752318,LLMs are the End of Serverless,2025-08-05T01:20:04Z,https://dev.to/code42cate/llms-are-the-end-of-serverless-48ea,22,44,"['ai', 'productivity', 'docker', 'startup']",code42cate
2677036,My Submission for Build Apps with Google AI Studio,2025-07-11T06:24:15Z,https://dev.to/aws_1_27d6cbc9e944aa228ef/my-submission-for-build-apps-with-google-ai-studio-gfl,1,21,"['learngoogleaistudio', 'gemini', 'ai', 'deved']",aws_1_27d6cbc9e944aa228ef
2689174,Kiro vs Copilot: This Could Change the Way You Code Forever,2025-07-15T06:17:03Z,https://dev.to/alifar/kiro-vs-copilot-this-could-change-the-way-you-code-forever-4kaa,19,53,"['kiro', 'githubcopilot', 'programming', 'vscode']",alifar
2669138,A Developer’s Guide to Choosing an AI Coding Assistant That Boosts Productivity Without Overwhelming Your Workflow,2025-07-09T16:15:52Z,https://dev.to/bekahhw/a-developers-guide-to-choosing-an-ai-coding-assistant-that-boosts-productivity-without-4fdc,7,24,"['ai', 'productivity']",bekahhw
2668930,The ending to a million apps: How Glitch closed it's doors,2025-07-08T15:35:24Z,https://dev.to/mileswk/the-ending-to-a-million-apps-how-glitch-closed-its-doors-1fk1,10,21,"['webdev', 'programming', 'discuss', 'coding']",mileswk
2663991,nullptr in C23,2025-07-08T16:14:21Z,https://dev.to/pauljlucas/nullptr-in-c23-1cn6,3,12,['c'],pauljlucas
2682176,🧠 How AI Agents Learned to Agree Through Structured Debate,2025-07-13T08:30:00Z,https://dev.to/marcosomma/how-ai-agents-learned-to-agree-through-structured-debate-1gk0,13,40,"['ai', 'python', 'opensource', 'machinelearning']",marcosomma
2672815,"Join the AssemblyAI Voice Agents Challenge: $3,000 in Prizes!",2025-07-16T14:23:02Z,https://dev.to/devteam/join-the-assemblyai-voice-agents-challenge-3000-in-prizes-109a,28,111,"['assemblyaichallenge', 'devchallenge', 'api', 'ai']",jess
